Código TSE,Nome,IDH,IDH (categoria),Vencedor,Categoria,PSL (% de votos válidos),PSL (votos),PT (% de votos válidos),PT (votos),Total de votos válidos
67512,Neves Paulista,0.754,Alto,PSL,Alto PSL,73.13,3699,26.87,1359,5058
49450,Paraisópolis,0.729,,PSL, PSL,73.14,8086,26.86,2970,11056
68276,Patrocínio Paulista,0.730,,PSL, PSL,73.18,5293,26.82,1940,7233
256,Espigão do Oeste,0.672,,PSL, PSL,73.19,12536,26.81,4593,17129
85197,Arroio do Meio,0.769,Alto,PSL,Alto PSL,73.19,9339,26.81,3421,12760
76775,Mandaguari,0.751,Alto,PSL,Alto PSL,73.20,15126,26.80,5537,20663
71137,São Roque,0.768,Alto,PSL,Alto PSL,73.21,28284,26.79,10351,38635
79219,Terra Roxa,0.714,,PSL, PSL,73.23,7616,26.77,2784,10400
54135,Varginha,0.778,Alto,PSL,Alto PSL,73.24,51221,26.76,18711,69932
83275,São José,0.809,Alto,PSL,Alto PSL,73.24,95393,26.76,34859,130252
58858,Rio Bonito,0.710,,PSL, PSL,73.26,22743,26.74,8303,31046
77917,Prudentópolis,0.676,,PSL, PSL,73.28,21933,26.72,7999,29932
89915,Jauru,0.673,,PSL, PSL,73.29,3683,26.71,1342,5025
47791,Machado,0.715,,PSL, PSL,73.29,14841,26.71,5408,20249
58181,Aperibé,0.692,,PSL, PSL,73.30,4925,26.70,1794,6719
85308,Arroio do Sal,0.740,Alto,PSL,Alto PSL,73.30,3619,26.70,1318,4937
86770,Getúlio Vargas,0.746,Alto,PSL,Alto PSL,73.30,7244,26.70,2639,9883
65714,Itatinga,0.706,,PSL, PSL,73.31,6814,26.69,2481,9295
75043,Pinhais,0.751,Alto,PSL,Alto PSL,73.34,49224,26.66,17893,67117
62103,Canas,0.704,,PSL, PSL,73.41,1927,26.59,698,2625
74810,Campo Largo,0.745,Alto,PSL,Alto PSL,73.41,49168,26.59,17806,66974
61794,Assis,0.805,Alto,PSL,Alto PSL,73.43,35336,26.57,12785,48121
72095,Ubatuba,0.751,Alto,PSL,Alto PSL,73.44,32462,26.56,11741,44203
64491,Guaíra,0.753,Alto,PSL,Alto PSL,73.47,13565,26.53,4898,18463
78832,São José da Boa Vista,0.671,,PSL, PSL,73.48,2580,26.52,931,3511
63290,Cerqueira César,0.729,,PSL, PSL,73.50,7135,26.50,2572,9707
70270,Santa Cruz das Palmeiras,0.728,,PSL, PSL,73.54,11123,26.46,4002,15125
81744,Balneário Gaivota,0.728,,PSL, PSL,73.55,4422,26.45,1590,6012
95737,Rubiataba,0.719,,PSL, PSL,73.57,7982,26.43,2868,10850
50270,Pitangui,0.725,,PSL, PSL,73.57,10743,26.43,3859,14602
64459,Guaiçara,0.739,Alto,PSL,Alto PSL,73.60,4101,26.40,1471,5572
43575,Congonhal,0.712,,PSL, PSL,73.61,4653,26.39,1668,6321
87033,Igrejinha,0.721,,PSL, PSL,73.61,15185,26.39,5444,20629
68217,Parapuã,0.737,Alto,PSL,Alto PSL,73.61,4079,26.39,1462,5541
62499,Botucatu,0.800,Alto,PSL,Alto PSL,73.61,52219,26.39,18725,70944
90743,Campos de Júlio,0.744,Alto,PSL,Alto PSL,73.62,2210,26.38,792,3002
65919,Jaci,0.723,,PSL, PSL,73.63,2694,26.37,965,3659
69353,Quatá,0.738,Alto,PSL,Alto PSL,73.64,5221,26.36,1869,7090
58432,Itaperuna,0.730,,PSL, PSL,73.67,36707,26.33,13120,49827
680,Cujubim,0.612,,PSL, PSL,73.70,4975,26.30,1775,6750
79936,Tupãssi,0.730,,PSL, PSL,73.72,3559,26.28,1269,4828
71455,Sorocaba,0.798,Alto,PSL,Alto PSL,73.72,257866,26.28,91927,349793
56910,Santa Teresa,0.714,,PSL, PSL,73.73,10121,26.27,3606,13727
81310,Herval D’oeste,0.758,Alto,PSL,Alto PSL,73.74,9201,26.26,3276,12477
77771,Ponta Grossa,0.763,Alto,PSL,Alto PSL,73.75,137776,26.25,49049,186825
69990,Sales Oliveira,0.772,Alto,PSL,Alto PSL,73.77,4182,26.23,1487,5669
44717,Elói Mendes,0.685,,PSL, PSL,73.81,10394,26.19,3689,14083
76872,Marialva,0.735,Alto,PSL,Alto PSL,73.81,15615,26.19,5542,21157
67830,Oriente,0.770,Alto,PSL,Alto PSL,73.81,2601,26.19,923,3524
66710,Mairiporã,0.788,Alto,PSL,Alto PSL,73.81,30283,26.19,10743,41026
87661,Santo Antônio do Planalto,0.759,Alto,PSL,Alto PSL,73.82,1145,26.18,406,1551
71196,São Simão,0.766,Alto,PSL,Alto PSL,73.82,5734,26.18,2034,7768
93572,Firminópolis,0.732,Alto,PSL,Alto PSL,73.83,4372,26.17,1550,5922
81833,Lages,0.770,Alto,PSL,Alto PSL,73.83,66171,26.17,23459,89630
68071,Palmital,0.746,Alto,PSL,Alto PSL,73.84,8520,26.16,3018,11538
54216,Wenceslau Braz,0.678,,PSL, PSL,73.86,1458,26.14,516,1974
1082,Rodrigues Alves,0.567,Baixo,PSL,Baixo PSL,73.90,4762,26.10,1682,6444
90522,Cláudia,0.699,,PSL, PSL,73.90,3850,26.10,1360,5210
61450,Anhembi,0.721,,PSL, PSL,73.91,2504,26.09,884,3388
72435,Votorantim,0.767,Alto,PSL,Alto PSL,73.91,46025,26.09,16250,62275
620,Cacaulândia,0.646,,PSL, PSL,73.92,1967,26.08,694,2661
69116,Porangaba,0.703,,PSL, PSL,73.92,3143,26.08,1109,4252
88749,Vila Lângaro,0.705,,PSL, PSL,73.92,1261,26.08,445,1706
72036,Tupi Paulista,0.769,Alto,PSL,Alto PSL,73.92,5779,26.08,2039,7818
53813,Toledo,0.661,,PSL, PSL,73.95,2876,26.05,1013,3889
62090,Barretos,0.789,Alto,PSL,Alto PSL,73.95,40754,26.05,14354,55108
230,Colorado do Oeste,0.685,,PSL, PSL,73.96,6932,26.04,2441,9373
89273,Taquara,0.727,,PSL, PSL,73.98,22327,26.02,7853,30180
43516,Conceição do Pará,0.700,,PSL, PSL,74.00,2491,26.00,875,3366
59293,Italva,0.688,,PSL, PSL,74.02,5559,25.98,1951,7510
63037,Cândido Rodrigues,0.789,Alto,PSL,Alto PSL,74.05,1227,25.95,430,1657
42854,Carmo do Paranaíba,0.705,,PSL, PSL,74.06,10525,25.94,3686,14211
68772,Piraju,0.758,Alto,PSL,Alto PSL,74.06,11080,25.94,3880,14960
70157,Santa Albertina,0.728,,PSL, PSL,74.07,2454,25.93,859,3313
82473,Peritiba,0.766,Alto,PSL,Alto PSL,74.08,1623,25.92,568,2191
76333,Jaguariaíva,0.743,Alto,PSL,Alto PSL,74.10,14567,25.90,5092,19659
57932,Santa Maria de Jetibá,0.671,,PSL, PSL,74.11,16375,25.89,5721,22096
58408,Armação dos Búzios,0.728,,PSL, PSL,74.11,13938,25.89,4869,18807
72354,Vera Cruz,0.754,Alto,PSL,Alto PSL,74.11,4082,25.89,1426,5508
46256,Ipatinga,0.771,Alto,PSL,Alto PSL,74.11,91851,25.89,32082,123933
67695,Nova Odessa,0.791,Alto,PSL,Alto PSL,74.12,23989,25.88,8377,32366
65498,Itapeva,0.732,Alto,PSL,Alto PSL,74.15,34188,25.85,11919,46107
65412,Itaju,0.705,,PSL, PSL,74.17,1502,25.83,523,2025
43273,Claraval,0.698,,PSL, PSL,74.19,2487,25.81,865,3352
70416,Santa Maria da Serra,0.686,,PSL, PSL,74.20,2074,25.80,721,2795
74292,Arapoti,0.723,,PSL, PSL,74.20,10621,25.80,3693,14314
58777,Petrópolis,0.745,Alto,PSL,Alto PSL,74.20,116947,25.80,40665,157612
67296,Monte Aprazível,0.785,Alto,PSL,Alto PSL,74.20,8523,25.80,2964,11487
93734,Goiânia,0.799,Alto,PSL,Alto PSL,74.20,528525,25.80,183731,712256
70190,Águas de Santa Bárbara,0.757,Alto,PSL,Alto PSL,74.23,2448,25.77,850,3298
61247,Pedrinhas Paulista,0.774,Alto,PSL,Alto PSL,74.23,1475,25.77,512,1987
86126,Poço das Antas,0.744,Alto,PSL,Alto PSL,74.27,1143,25.73,396,1539
72052,Turiúba,0.751,Alto,PSL,Alto PSL,74.28,852,25.72,295,1147
58831,Resende,0.768,Alto,PSL,Alto PSL,74.28,47443,25.72,16429,63872
70378,Santa Isabel,0.738,Alto,PSL,Alto PSL,74.29,20358,25.71,7046,27404
85952,Casca,0.785,Alto,PSL,Alto PSL,74.29,4279,25.71,1481,5760
41815,Bueno Brandão,0.658,,PSL, PSL,74.31,4440,25.69,1535,5975
63053,Capão Bonito,0.721,,PSL, PSL,74.31,17480,25.69,6044,23524
58017,Angra dos Reis,0.724,,PSL, PSL,74.31,63148,25.69,21829,84977
88145,Xangri-lá,0.735,Alto,PSL,Alto PSL,74.31,5827,25.69,2015,7842
61751,Artur Nogueira,0.749,Alto,PSL,Alto PSL,74.31,18341,25.69,6342,24683
86924,Linha Nova,0.749,Alto,PSL,Alto PSL,74.32,819,25.68,283,1102
82317,Ouro,0.774,Alto,PSL,Alto PSL,74.32,3340,25.68,1154,4494
82414,Paulo Lopes,0.716,,PSL, PSL,74.33,3535,25.67,1221,4756
74578,Boa Esperança,0.720,,PSL, PSL,74.33,2192,25.67,757,2949
88196,Roca Sales,0.729,,PSL, PSL,74.33,4430,25.67,1530,5960
70017,Salesópolis,0.732,Alto,PSL,Alto PSL,74.33,7429,25.67,2566,9995
63398,Clementina,0.725,,PSL, PSL,74.34,2859,25.66,987,3846
88307,Doutor Ricardo,0.724,,PSL, PSL,74.37,1126,25.63,388,1514
86746,Gentil,0.733,Alto,PSL,Alto PSL,74.37,891,25.63,307,1198
89524,Westfália,0.752,Alto,PSL,Alto PSL,74.40,1520,25.60,523,2043
81027,Capivari de Baixo,0.767,Alto,PSL,Alto PSL,74.43,9604,25.57,3300,12904
65650,Itararé,0.703,,PSL, PSL,74.44,17141,25.56,5886,23027
58955,São Fidélis,0.691,,PSL, PSL,74.45,14256,25.55,4892,19148
89370,Três Coroas,0.710,,PSL, PSL,74.46,10171,25.54,3489,13660
83976,Otacílio Costa,0.740,Alto,PSL,Alto PSL,74.48,7238,25.52,2480,9718
92010,Abadiânia,0.689,,PSL, PSL,74.50,5204,25.50,1781,6985
58203,Rio das Ostras,0.773,Alto,PSL,Alto PSL,74.50,41487,25.50,14202,55689
43311,Cláudio,0.709,,PSL, PSL,74.51,10366,25.49,3546,13912
63878,Dourado,0.738,Alto,PSL,Alto PSL,74.53,3406,25.47,1164,4570
67873,Orlândia,0.780,Alto,PSL,Alto PSL,74.54,15111,25.46,5161,20272
67474,Natividade da Serra,0.655,,PSL, PSL,74.55,2786,25.45,951,3737
86592,Feliz,0.750,Alto,PSL,Alto PSL,74.57,6167,25.43,2103,8270
175,Ouro Preto do Oeste,0.682,,PSL, PSL,74.58,13779,25.42,4696,18475
41939,Cachoeira de Minas,0.706,,PSL, PSL,74.60,4859,25.40,1654,6513
76414,Japurá,0.712,,PSL, PSL,74.60,4115,25.40,1401,5516
69477,Redenção da Serra,0.657,,PSL, PSL,74.65,1958,25.35,665,2623
68993,Poloni,0.766,Alto,PSL,Alto PSL,74.66,2275,25.34,772,3047
67954,Ourinhos,0.778,Alto,PSL,Alto PSL,74.67,39357,25.33,13350,52707
67571,Nova Aliança,0.738,Alto,PSL,Alto PSL,74.68,2598,25.32,881,3479
81698,Jaborá,0.732,Alto,PSL,Alto PSL,74.69,2198,25.31,745,2943
68250,Pariquera-açu,0.736,Alto,PSL,Alto PSL,74.69,7104,25.31,2407,9511
61565,Potim,0.697,,PSL, PSL,74.70,6404,25.30,2169,8573
72230,Valentim Gentil,0.735,Alto,PSL,Alto PSL,74.70,4771,25.30,1616,6387
59277,Arraial do Cabo,0.733,Alto,PSL,Alto PSL,74.73,14047,25.27,4751,18798
83070,Santa Rosa de Lima,0.757,Alto,PSL,Alto PSL,74.73,1156,25.27,391,1547
83534,Tangará,0.737,Alto,PSL,Alto PSL,74.75,3851,25.25,1301,5152
62316,Biritiba Mirim,0.712,,PSL, PSL,74.83,11348,25.17,3818,15166
82678,Porto União,0.786,Alto,PSL,Alto PSL,74.83,13798,25.17,4641,18439
91995,São José do Rio Claro,0.682,,PSL, PSL,74.85,5517,25.15,1854,7371
41661,Alto Caparaó,0.661,,PSL, PSL,74.86,2350,25.14,789,3139
67091,Mirassolândia,0.738,Alto,PSL,Alto PSL,74.87,1847,25.13,620,2467
41475,Bom Despacho,0.750,Alto,PSL,Alto PSL,74.87,19194,25.13,6441,25635
81019,Erval Velho,0.723,,PSL, PSL,74.88,2316,25.12,777,3093
84670,Santa Terezinha de Itaipu,0.738,Alto,PSL,Alto PSL,74.88,10067,25.12,3378,13445
62251,Bernardino de Campos,0.734,Alto,PSL,Alto PSL,74.92,4140,25.08,1386,5526
74373,Assaí,0.728,,PSL, PSL,74.93,7092,25.07,2373,9465
43559,Conceição dos Ouros,0.703,,PSL, PSL,74.94,4635,25.06,1550,6185
62162,Quadra,0.678,,PSL, PSL,74.96,1506,25.04,503,2009
49417,Pará de Minas,0.725,,PSL, PSL,74.96,32428,25.04,10834,43262
58394,Itaguaí,0.715,,PSL, PSL,74.97,46148,25.03,15406,61554
85774,Campo Bom,0.745,Alto,PSL,Alto PSL,74.97,29746,25.03,9932,39678
79170,Terra Boa,0.728,,PSL, PSL,75.01,7304,24.99,2433,9737
68519,Pereiras,0.736,Alto,PSL,Alto PSL,75.02,3174,24.98,1057,4231
86100,André da Rocha,0.720,,PSL, PSL,75.03,709,24.97,236,945
65137,Indiana,0.761,Alto,PSL,Alto PSL,75.07,2153,24.93,715,2868
85995,Caxias do Sul,0.782,Alto,PSL,Alto PSL,75.07,187051,24.93,62109,249160
62693,Cabreúva,0.738,Alto,PSL,Alto PSL,75.11,17136,24.89,5680,22816
70050,Salto,0.780,Alto,PSL,Alto PSL,75.11,46789,24.89,15501,62290
70777,São Caetano do Sul,0.862,Alto,PSL,Alto PSL,75.11,77010,24.89,25514,102524
80454,Biguaçu,0.739,Alto,PSL,Alto PSL,75.15,28061,24.85,9277,37338
98191,Juara,0.682,,PSL, PSL,75.17,11471,24.83,3790,15261
68470,Penápolis,0.759,Alto,PSL,Alto PSL,75.19,22610,24.81,7460,30070
90042,Alto Boa Vista,0.651,,PSL, PSL,75.21,1735,24.79,572,2307
61484,Cajati,0.694,,PSL, PSL,75.21,11259,24.79,3712,14971
62286,Fernão,0.703,,PSL, PSL,75.22,777,24.78,256,1033
56871,Rio Novo do Sul,0.711,,PSL, PSL,75.23,4974,24.77,1638,6612
61735,Ariranha,0.733,Alto,PSL,Alto PSL,75.24,3668,24.76,1207,4875
91782,Chapadão do Sul,0.754,Alto,PSL,Alto PSL,75.25,8869,24.75,2917,11786
80365,Mirim Doce,0.708,,PSL, PSL,75.26,1387,24.74,456,1843
56235,Cachoeiro de Itapemirim,0.746,Alto,PSL,Alto PSL,75.27,75462,24.73,24792,100254
52736,São Lourenço,0.759,Alto,PSL,Alto PSL,75.31,16961,24.69,5561,22522
64858,Iacri,0.733,Alto,PSL,Alto PSL,75.32,2579,24.68,845,3424
52850,São Roque de Minas,0.672,,PSL, PSL,75.33,2830,24.67,927,3757
90069,Querência,0.692,,PSL, PSL,75.33,5965,24.67,1954,7919
66737,Manduri,0.739,Alto,PSL,Alto PSL,75.33,3680,24.67,1205,4885
67113,Mococa,0.762,Alto,PSL,Alto PSL,75.35,24341,24.65,7963,32304
80837,Concórdia,0.800,Alto,PSL,Alto PSL,75.35,33063,24.65,10815,43878
89532,Vacaria,0.721,,PSL, PSL,75.37,25243,24.63,8247,33490
86886,Lagoa dos Três Cantos,0.789,Alto,PSL,Alto PSL,75.37,918,24.63,300,1218
82830,Rio das Antas,0.697,,PSL, PSL,75.38,2930,24.62,957,3887
87378,Marau,0.774,Alto,PSL,Alto PSL,75.38,17922,24.62,5855,23777
64254,Franca,0.780,Alto,PSL,Alto PSL,75.39,126487,24.61,41285,167772
80730,Canoinhas,0.757,Alto,PSL,Alto PSL,75.43,23636,24.57,7699,31335
90220,Tabaporã,0.695,,PSL, PSL,75.46,3331,24.54,1083,4414
87718,Novo Hamburgo,0.747,Alto,PSL,Alto PSL,75.46,100374,24.54,32641,133015
91022,Vale de São Domingos,0.656,,PSL, PSL,75.47,1369,24.53,445,1814
82015,Major Gercino,0.698,,PSL, PSL,75.48,1733,24.52,563,2296
98930,Sorriso,0.744,Alto,PSL,Alto PSL,75.48,30599,24.52,9939,40538
58254,Casimiro de Abreu,0.726,,PSL, PSL,75.51,15731,24.49,5101,20832
61670,Arealva,0.744,Alto,PSL,Alto PSL,75.51,3277,24.49,1063,4340
434,Nova Mamoré,0.587,,PSL, PSL,75.54,8634,24.46,2795,11429
75914,Ibiporã,0.726,,PSL, PSL,75.54,21838,24.46,7070,28908
61034,Adolfo,0.730,,PSL, PSL,75.54,2041,24.46,661,2702
86223,Barão,0.748,Alto,PSL,Alto PSL,75.54,2974,24.46,963,3937
90603,Lucas do Rio Verde,0.768,Alto,PSL,Alto PSL,75.56,22894,24.44,7406,30300
83771,Vidal Ramos,0.700,,PSL, PSL,75.58,3371,24.42,1089,4460
94315,Jaraguá,0.699,,PSL, PSL,75.61,16996,24.39,5483,22479
65935,Jacupiranga,0.717,,PSL, PSL,75.61,6358,24.39,2051,8409
66052,Jarinu,0.733,Alto,PSL,Alto PSL,75.61,11346,24.39,3659,15005
1112,Epitaciolândia,0.653,,PSL, PSL,75.62,6284,24.38,2026,8310
62413,Bom Jesus dos Perdões,0.713,,PSL, PSL,75.64,8597,24.36,2769,11366
69817,Rio das Pedras,0.759,Alto,PSL,Alto PSL,75.65,12839,24.35,4132,16971
66150,José Bonifácio,0.777,Alto,PSL,Alto PSL,75.65,13648,24.35,4393,18041
80136,Alfredo Wagner,0.668,,PSL, PSL,75.67,4600,24.33,1479,6079
75876,Guaratuba,0.717,,PSL, PSL,75.67,13921,24.33,4476,18397
88544,Muitos Capões,0.702,,PSL, PSL,75.68,1326,24.32,426,1752
62367,Nova Castilho,0.756,Alto,PSL,Alto PSL,75.68,641,24.32,206,847
46710,Itapeva,0.720,,PSL, PSL,75.70,3923,24.30,1259,5182
82333,Palhoça,0.757,Alto,PSL,Alto PSL,75.70,71369,24.30,22914,94283
66478,Louveira,0.777,Alto,PSL,Alto PSL,75.73,18600,24.27,5961,24561
69175,Potirendaba,0.747,Alto,PSL,Alto PSL,75.75,6553,24.25,2098,8651
77453,Paranaguá,0.750,Alto,PSL,Alto PSL,75.75,59529,24.25,19052,78581
78859,São José dos Pinhais,0.758,Alto,PSL,Alto PSL,75.75,111865,24.25,35813,147678
90387,Nova Bandeirantes,0.650,,PSL, PSL,75.77,4318,24.23,1381,5699
70955,São José do Rio Pardo,0.774,Alto,PSL,Alto PSL,75.79,20490,24.21,6545,27035
85758,Campinas do Sul,0.760,Alto,PSL,Alto PSL,75.84,2741,24.16,873,3614
76910,Maringá,0.808,Alto,PSL,Alto PSL,75.84,157818,24.16,50271,208089
76350,Jandaia do Sul,0.747,Alto,PSL,Alto PSL,75.85,9550,24.15,3041,12591
65056,Igaratá,0.711,,PSL, PSL,75.87,4225,24.13,1344,5569
65196,Ipaussu,0.727,,PSL, PSL,75.87,5575,24.13,1773,7348
93670,Goianápolis,0.703,,PSL, PSL,75.91,5695,24.09,1807,7502
61824,Parisi,0.721,,PSL, PSL,75.91,1295,24.09,411,1706
86339,Encantado,0.767,Alto,PSL,Alto PSL,75.91,9897,24.09,3140,13037
61239,Álvares Florence,0.728,,PSL, PSL,75.92,2008,24.08,637,2645
75221,Carambeí,0.728,,PSL, PSL,75.92,9634,24.08,3056,12690
67997,Pacaembu,0.725,,PSL, PSL,75.93,4286,24.07,1359,5645
61352,Américo de Campos,0.745,Alto,PSL,Alto PSL,75.95,2630,24.05,833,3463
65595,Itapuí,0.725,,PSL, PSL,75.96,4711,24.04,1491,6202
82872,Rio do Oeste,0.754,Alto,PSL,Alto PSL,75.96,3568,24.04,1129,4697
299,Rolim de Moura,0.700,,PSL, PSL,75.97,21429,24.03,6779,28208
74454,Bandeirantes,0.727,,PSL, PSL,75.99,14638,24.01,4626,19264
61930,Balbinos,0.669,,PSL, PSL,76.00,719,24.00,227,946
69876,Roseira,0.737,Alto,PSL,Alto PSL,76.00,4461,24.00,1409,5870
71030,São Manuel,0.744,Alto,PSL,Alto PSL,76.01,15328,23.99,4839,20167
59099,Saquarema,0.709,,PSL, PSL,76.02,31251,23.98,9857,41108
85502,Glorinha,0.714,,PSL, PSL,76.03,3577,23.97,1128,4705
58130,Cabo Frio,0.735,Alto,PSL,Alto PSL,76.07,74772,23.93,23520,98292
61077,Águas da Prata,0.781,Alto,PSL,Alto PSL,76.09,3172,23.91,997,4169
83097,Santo Amaro da Imperatriz,0.781,Alto,PSL,Alto PSL,76.09,10643,23.91,3345,13988
68632,Pindorama,0.737,Alto,PSL,Alto PSL,76.10,5915,23.90,1858,7773
62774,Cafelândia,0.742,Alto,PSL,Alto PSL,76.12,6467,23.88,2029,8496
77950,Quatro Barras,0.742,Alto,PSL,Alto PSL,76.14,9011,23.86,2824,11835
62200,Santa Salete,0.772,Alto,PSL,Alto PSL,76.15,980,23.85,307,1287
45470,Gonçalves,0.683,,PSL, PSL,76.16,1923,23.84,602,2525
64939,Ibitinga,0.747,Alto,PSL,Alto PSL,76.21,22062,23.79,6888,28950
70998,São José dos Campos,0.807,Alto,PSL,Alto PSL,76.21,279797,23.79,87356,367153
64912,Ibirarema,0.708,,PSL, PSL,76.22,2629,23.78,820,3449
66214,Junqueirópolis,0.745,Alto,PSL,Alto PSL,76.27,7384,23.73,2297,9681
56332,Conceição do Castelo,0.670,,PSL, PSL,76.28,4950,23.72,1539,6489
67792,Olímpia,0.773,Alto,PSL,Alto PSL,76.30,20672,23.70,6422,27094
96911,Adelândia,0.702,,PSL, PSL,76.33,1387,23.67,430,1817
70211,Santa Branca,0.735,Alto,PSL,Alto PSL,76.36,6230,23.64,1929,8159
58513,Mangaratiba,0.753,Alto,PSL,Alto PSL,76.36,18723,23.64,5796,24519
79359,Umuarama,0.761,Alto,PSL,Alto PSL,76.37,46489,23.63,14381,60870
67490,Nazaré Paulista,0.678,,PSL, PSL,76.38,6753,23.62,2088,8841
85766,Relvado,0.731,,PSL, PSL,76.39,1123,23.61,347,1470
1457,Sena Madureira,0.603,,PSL, PSL,76.46,12051,23.54,3711,15762
74284,Entre Rios do Oeste,0.761,Alto,PSL,Alto PSL,76.46,2062,23.54,635,2697
65315,Irapuã,0.713,,PSL, PSL,76.48,2891,23.52,889,3780
83682,Tunápolis,0.752,Alto,PSL,Alto PSL,76.49,2398,23.51,737,3135
63690,Cruzeiro,0.788,Alto,PSL,Alto PSL,76.49,30111,23.51,9254,39365
61581,Alambari,0.712,,PSL, PSL,76.50,2432,23.50,747,3179
91936,Canarana,0.693,,PSL, PSL,76.52,7452,23.48,2286,9738
89460,São José do Sul,0.725,,PSL, PSL,76.52,1108,23.48,340,1448
87173,Ivoti,0.784,Alto,PSL,Alto PSL,76.53,9333,23.47,2863,12196
62405,Paulistânia,0.718,,PSL, PSL,76.54,917,23.46,281,1198
75353,Curitiba,0.823,Alto,PSL,Alto PSL,76.54,786377,23.46,241015,1027392
74713,Cambé,0.734,Alto,PSL,Alto PSL,76.56,41798,23.44,12795,54593
67318,Monte Azul Paulista,0.753,Alto,PSL,Alto PSL,76.60,7408,23.40,2263,9671
83712,Urubici,0.694,,PSL, PSL,76.61,4473,23.39,1366,5839
85189,Harmonia,0.749,Alto,PSL,Alto PSL,76.62,2363,23.38,721,3084
68152,Paraíso,0.749,Alto,PSL,Alto PSL,76.62,2507,23.38,765,3272
81450,Imbuia,0.713,,PSL, PSL,76.64,2923,23.36,891,3814
70653,Santo Antônio do Pinhal,0.706,,PSL, PSL,76.65,3093,23.35,942,4035
46957,Jacuí,0.668,,PSL, PSL,76.67,3020,23.33,919,3939
80250,Araquari,0.703,,PSL, PSL,76.67,10771,23.33,3277,14048
64670,Guararema,0.731,,PSL, PSL,76.67,12788,23.33,3891,16679
58416,Itaocara,0.713,,PSL, PSL,76.68,10021,23.32,3047,13068
90107,Santa Carmem,0.715,,PSL, PSL,76.70,1886,23.30,573,2459
65110,Indaiatuba,0.788,Alto,PSL,Alto PSL,76.72,88374,23.28,26816,115190
56375,Domingos Martins,0.669,,PSL, PSL,76.73,15930,23.27,4831,20761
64050,Estrela D’oeste,0.760,Alto,PSL,Alto PSL,76.80,3624,23.20,1095,4719
42170,Campanha,0.709,,PSL, PSL,76.81,6041,23.19,1824,7865
66494,Lucélia,0.752,Alto,PSL,Alto PSL,76.82,6931,23.18,2091,9022
65811,Itupeva,0.762,Alto,PSL,Alto PSL,76.82,21693,23.18,6544,28237
70130,Santa Adélia,0.760,Alto,PSL,Alto PSL,76.84,5649,23.16,1703,7352
67733,Nuporanga,0.746,Alto,PSL,Alto PSL,76.86,3045,23.14,917,3962
90646,Nova Mutum,0.758,Alto,PSL,Alto PSL,76.89,15291,23.11,4595,19886
68594,Pilar do Sul,0.690,,PSL, PSL,76.90,11439,23.10,3437,14876
62391,Boituva,0.780,Alto,PSL,Alto PSL,76.92,21746,23.08,6524,28270
61662,Estiva Gerbi,0.740,Alto,PSL,Alto PSL,76.97,4662,23.03,1395,6057
85820,Montauri,0.764,Alto,PSL,Alto PSL,76.98,896,23.02,268,1164
85855,Canela,0.748,Alto,PSL,Alto PSL,76.99,16873,23.01,5044,21917
63797,Divinolândia,0.734,Alto,PSL,Alto PSL,77.00,5084,23.00,1519,6603
64955,Ibiúna,0.710,,PSL, PSL,77.01,28966,22.99,8646,37612
83917,Maracajá,0.768,Alto,PSL,Alto PSL,77.01,3728,22.99,1113,4841
81663,Itapoá,0.761,Alto,PSL,Alto PSL,77.02,7459,22.98,2225,9684
65870,Jaboticabal,0.778,Alto,PSL,Alto PSL,77.02,26606,22.98,7937,34543
61212,Alto Alegre,0.700,,PSL, PSL,77.03,1932,22.97,576,2508
68659,Espírito Santo do Pinhal,0.787,Alto,PSL,Alto PSL,77.05,16536,22.95,4926,21462
66354,Leme,0.744,Alto,PSL,Alto PSL,77.07,38007,22.93,11306,49313
61131,Agudos,0.745,Alto,PSL,Alto PSL,77.09,15379,22.91,4571,19950
80314,Arroio Trinta,0.764,Alto,PSL,Alto PSL,77.09,1837,22.91,546,2383
77399,Palotina,0.768,Alto,PSL,Alto PSL,77.09,14145,22.91,4204,18349
93157,Córrego do Ouro,0.686,,PSL, PSL,77.10,1377,22.90,409,1786
91855,Tangará da Serra,0.729,,PSL, PSL,77.15,34821,22.85,10314,45135
62952,Campos do Jordão,0.749,Alto,PSL,Alto PSL,77.15,18414,22.85,5455,23869
46752,Itaúna,0.758,Alto,PSL,Alto PSL,77.16,37146,22.84,10993,48139
71692,Tanabi,0.748,Alto,PSL,Alto PSL,77.18,10629,22.82,3143,13772
63258,Catiguá,0.751,Alto,PSL,Alto PSL,77.19,3140,22.81,928,4068
61573,Araçoiaba da Serra,0.776,Alto,PSL,Alto PSL,77.19,13130,22.81,3881,17011
83810,Witmarsum,0.710,,PSL, PSL,77.21,1924,22.79,568,2492
72397,Viradouro,0.739,Alto,PSL,Alto PSL,77.21,7182,22.79,2120,9302
57959,Vargem Alta,0.663,,PSL, PSL,77.23,8568,22.77,2526,11094
70637,Santo Antônio do Jardim,0.714,,PSL, PSL,77.23,2879,22.77,849,3728
89990,Pontes E Lacerda,0.703,,PSL, PSL,77.24,16121,22.76,4749,20870
85383,São Vendelino,0.754,Alto,PSL,Alto PSL,77.24,1347,22.76,397,1744
65790,Itu,0.773,Alto,PSL,Alto PSL,77.25,64175,22.75,18904,83079
87602,Santa Clara do Sul,0.740,Alto,PSL,Alto PSL,77.26,3159,22.74,930,4089
