Código TSE,Nome,IDH,IDH (categoria),Vencedor,Categoria,PSL (% de votos válidos),PSL (votos),PT (% de votos válidos),PT (votos),Total de votos válidos
72257,Valinhos,0.819,Alto,PSL,Alto PSL,77.26,48664,22.74,14322,62986
70173,Santa Bárbara D’oeste,0.781,Alto,PSL,Alto PSL,77.27,76429,22.73,22479,98908
81590,Itaiópolis,0.708,,PSL, PSL,77.29,9357,22.71,2749,12106
70734,São Bento do Sapucaí,0.720,,PSL, PSL,77.31,4667,22.69,1370,6037
95990,São Luís de Montes Belos,0.731,,PSL, PSL,77.33,13093,22.67,3838,16931
81337,Ibicaré,0.708,,PSL, PSL,77.34,1823,22.66,534,2357
63932,Dumont,0.744,Alto,PSL,Alto PSL,77.34,3714,22.66,1088,4802
68799,Pirajuí,0.749,Alto,PSL,Alto PSL,77.35,7875,22.65,2306,10181
779,Buritis,0.616,,PSL, PSL,77.37,11682,22.63,3417,15099
61891,Avaré,0.767,Alto,PSL,Alto PSL,77.37,32653,22.63,9550,42203
62057,Barra Bonita,0.788,Alto,PSL,Alto PSL,77.37,15951,22.63,4666,20617
58033,Araruama,0.718,,PSL, PSL,77.38,47767,22.62,13961,61728
89850,Sinop,0.754,Alto,PSL,Alto PSL,77.38,52446,22.62,15331,67777
51,Ji-paraná,0.714,,PSL, PSL,77.39,48520,22.61,14174,62694
62049,Torre de Pedra,0.714,,PSL, PSL,77.41,1230,22.59,359,1589
86533,Estrela,0.767,Alto,PSL,Alto PSL,77.43,14841,22.57,4327,19168
74390,Astorga,0.747,Alto,PSL,Alto PSL,77.44,11831,22.56,3446,15277
72192,Uru,0.712,,PSL, PSL,77.47,767,22.53,223,990
72451,Votuporanga,0.790,Alto,PSL,Alto PSL,77.47,36114,22.53,10502,46616
80241,Santa Rosa do Sul,0.705,,PSL, PSL,77.48,4171,22.52,1212,5383
62243,Ipiguá,0.730,,PSL, PSL,77.48,2174,22.52,632,2806
88331,Salvador do Sul,0.740,Alto,PSL,Alto PSL,77.48,3303,22.52,960,4263
65978,Jales,0.776,Alto,PSL,Alto PSL,77.48,19587,22.52,5694,25281
68896,Piratininga,0.779,Alto,PSL,Alto PSL,77.50,5001,22.50,1452,6453
83798,Videira,0.764,Alto,PSL,Alto PSL,77.55,21129,22.45,6117,27246
86983,Maratá,0.697,,PSL, PSL,77.57,1390,22.43,402,1792
79570,Céu Azul,0.732,Alto,PSL,Alto PSL,77.57,5178,22.43,1497,6675
89095,Serafina Corrêa,0.760,Alto,PSL,Alto PSL,77.58,7339,22.42,2121,9460
61743,Holambra,0.793,Alto,PSL,Alto PSL,77.58,5866,22.42,1695,7561
74250,Apucarana,0.748,Alto,PSL,Alto PSL,77.60,54081,22.40,15607,69688
80683,Balneário Barra do Sul,0.716,,PSL, PSL,77.63,5164,22.37,1488,6652
1023,Porto Acre,0.576,Baixo,PSL,Baixo PSL,77.64,7150,22.36,2059,9209
53775,Tiros,0.683,,PSL, PSL,77.65,2832,22.35,815,3647
87629,Santa Tereza,0.746,Alto,PSL,Alto PSL,77.65,1004,22.35,289,1293
91081,Ipiranga do Norte,0.727,,PSL, PSL,77.67,2230,22.33,641,2871
46477,Itajubá,0.787,Alto,PSL,Alto PSL,77.67,39418,22.33,11330,50748
66630,Macaubal,0.743,Alto,PSL,Alto PSL,77.68,3119,22.32,896,4015
65897,Jacareí,0.777,Alto,PSL,Alto PSL,77.68,88982,22.32,25569,114551
67717,Novo Horizonte,0.753,Alto,PSL,Alto PSL,77.70,15451,22.30,4435,19886
63991,Elias Fausto,0.695,,PSL, PSL,77.75,6815,22.25,1950,8765
86495,Estância Velha,0.757,Alto,PSL,Alto PSL,77.75,20689,22.25,5921,26610
86584,Colinas,0.765,Alto,PSL,Alto PSL,77.75,1370,22.25,392,1762
76830,Marechal Cândido Rondon,0.774,Alto,PSL,Alto PSL,77.75,23281,22.25,6664,29945
65951,Jaguariúna,0.784,Alto,PSL,Alto PSL,77.77,21336,22.23,6098,27434
40517,Andradas,0.734,Alto,PSL,Alto PSL,77.78,15971,22.22,4563,20534
63010,Cândido Mota,0.747,Alto,PSL,Alto PSL,77.79,12990,22.21,3708,16698
67075,Mirassol,0.762,Alto,PSL,Alto PSL,77.81,22447,22.19,6403,28850
63495,Cordeirópolis,0.758,Alto,PSL,Alto PSL,77.82,10191,22.18,2904,13095
70351,Santa Gertrudes,0.737,Alto,PSL,Alto PSL,77.83,9755,22.17,2778,12533
116,Pimenta Bueno,0.710,,PSL, PSL,77.84,15045,22.16,4284,19329
81159,Garuva,0.725,,PSL, PSL,77.86,6449,22.14,1834,8283
71536,Tabapuã,0.735,Alto,PSL,Alto PSL,77.86,4821,22.14,1371,6192
67199,Mombuca,0.719,,PSL, PSL,77.87,1788,22.13,508,2296
80276,Araranguá,0.760,Alto,PSL,Alto PSL,77.87,28744,22.13,8171,36915
79057,Sertanópolis,0.723,,PSL, PSL,77.89,7786,22.11,2210,9996
159,Jaru,0.689,,PSL, PSL,77.94,19879,22.06,5627,25506
85367,Três Cachoeiras,0.718,,PSL, PSL,77.94,4784,22.06,1354,6138
87807,São Pedro da Serra,0.739,Alto,PSL,Alto PSL,77.94,1901,22.06,538,2439
67776,Óleo,0.730,,PSL, PSL,77.96,1351,22.04,382,1733
83496,Sombrio,0.728,,PSL, PSL,77.97,12546,22.03,3544,16090
82856,Rio do Campo,0.729,,PSL, PSL,77.97,3207,22.03,906,4113
89214,Tapejara,0.760,Alto,PSL,Alto PSL,77.98,9981,22.02,2818,12799
61492,Aparecida,0.755,Alto,PSL,Alto PSL,78.00,16138,22.00,4553,20691
66192,Jundiaí,0.822,Alto,PSL,Alto PSL,78.00,173143,22.00,48827,221970
62553,Braúna,0.737,Alto,PSL,Alto PSL,78.01,2402,21.99,677,3079
69299,Presidente Prudente,0.806,Alto,PSL,Alto PSL,78.03,90190,21.97,25387,115577
1511,Plácido de Castro,0.622,,PSL, PSL,78.05,6531,21.95,1837,8368
64718,Guareí,0.687,,PSL, PSL,78.05,4601,21.95,1294,5895
85243,Ipiranga do Sul,0.791,Alto,PSL,Alto PSL,78.05,1209,21.95,340,1549
78255,Rolândia,0.739,Alto,PSL,Alto PSL,78.08,28551,21.92,8017,36568
94,Cacoal,0.718,,PSL, PSL,78.09,35962,21.91,10091,46053
69310,Presidente Venceslau,0.763,Alto,PSL,Alto PSL,78.10,15173,21.90,4254,19427
4383,Novo Progresso,0.673,,PSL, PSL,78.18,9454,21.82,2638,12092
66036,Jardinópolis,0.735,Alto,PSL,Alto PSL,78.18,14129,21.82,3943,18072
99031,Figueirópolis D’oeste,0.679,,PSL, PSL,78.19,1581,21.81,441,2022
83232,São João do Sul,0.695,,PSL, PSL,78.19,3767,21.81,1051,4818
1015,Capixaba,0.575,Baixo,PSL,Baixo PSL,78.20,3895,21.80,1086,4981
61760,Elisiário,0.747,Alto,PSL,Alto PSL,78.20,1593,21.80,444,2037
49190,Ouro Fino,0.722,,PSL, PSL,78.23,13102,21.77,3647,16749
68357,Pederneiras,0.739,Alto,PSL,Alto PSL,78.26,17622,21.74,4896,22518
62324,Jumirim,0.741,Alto,PSL,Alto PSL,78.26,1242,21.74,345,1587
70971,São José do Rio Preto,0.797,Alto,PSL,Alto PSL,78.26,177175,21.74,49211,226386
90689,Tapurah,0.714,,PSL, PSL,78.28,4259,21.72,1182,5441
72214,Urupês,0.745,Alto,PSL,Alto PSL,78.28,5667,21.72,1572,7239
83194,São Francisco do Sul,0.762,Alto,PSL,Alto PSL,78.31,20054,21.69,5555,25609
66613,Macatuba,0.770,Alto,PSL,Alto PSL,78.34,7084,21.66,1959,9043
84824,Dois Lajeados,0.757,Alto,PSL,Alto PSL,78.35,1737,21.65,480,2217
80616,Camboriú,0.726,,PSL, PSL,78.40,29889,21.60,8233,38122
82210,Navegantes,0.736,Alto,PSL,Alto PSL,78.40,28223,21.60,7774,35997
64653,Guararapes,0.763,Alto,PSL,Alto PSL,78.40,12499,21.60,3443,15942
58262,Iguaba Grande,0.761,Alto,PSL,Alto PSL,78.44,12008,21.56,3300,15308
64831,Iacanga,0.745,Alto,PSL,Alto PSL,78.45,4307,21.55,1183,5490
98892,Primavera do Leste,0.752,Alto,PSL,Alto PSL,78.46,24938,21.54,6846,31784
61816,Atibaia,0.765,Alto,PSL,Alto PSL,78.48,56292,21.52,15439,71731
61310,Americana,0.811,Alto,PSL,Alto PSL,78.48,98605,21.52,27044,125649
70831,São João da Boa Vista,0.797,Alto,PSL,Alto PSL,78.49,36546,21.51,10015,46561
68756,Piracicaba,0.785,Alto,PSL,Alto PSL,78.51,158008,21.49,43260,201268
83933,Timbé do Sul,0.720,,PSL, PSL,78.54,2730,21.46,746,3476
70335,Santa Fé do Sul,0.784,Alto,PSL,Alto PSL,78.57,13054,21.43,3560,16614
1007,Bujari,0.589,,PSL, PSL,78.59,4676,21.41,1274,5950
3018,Boa Vista,0.752,Alto,PSL,Alto PSL,78.61,132361,21.39,36021,168382
61115,Águas de São Pedro,0.854,Alto,PSL,Alto PSL,78.64,2062,21.36,560,2622
61395,Analândia,0.754,Alto,PSL,Alto PSL,78.66,2050,21.34,556,2606
87831,Paraí,0.773,Alto,PSL,Alto PSL,78.67,3754,21.33,1018,4772
81779,Joaçaba,0.827,Alto,PSL,Alto PSL,78.67,13168,21.33,3570,16738
74624,Pato Bragado,0.747,Alto,PSL,Alto PSL,78.68,2672,21.32,724,3396
82775,Presidente Nereu,0.737,Alto,PSL,Alto PSL,78.69,1252,21.31,339,1591
70610,Santo Antônio de Posse,0.702,,PSL, PSL,78.75,8882,21.25,2397,11279
64696,Guaratinguetá,0.798,Alto,PSL,Alto PSL,78.76,50772,21.24,13689,64461
63835,Dois Córregos,0.725,,PSL, PSL,78.77,9845,21.23,2654,12499
65293,Iracemápolis,0.776,Alto,PSL,Alto PSL,78.77,10139,21.23,2732,12871
56057,Alfredo Chaves,0.710,,PSL, PSL,78.79,6816,21.21,1835,8651
65471,Itapetininga,0.763,Alto,PSL,Alto PSL,78.79,57906,21.21,15586,73492
67032,Mirandópolis,0.751,Alto,PSL,Alto PSL,78.80,10035,21.20,2699,12734
63231,Catanduva,0.785,Alto,PSL,Alto PSL,78.80,49732,21.20,13376,63108
87360,Picada Café,0.758,Alto,PSL,Alto PSL,78.83,2703,21.17,726,3429
80640,São João do Oeste,0.761,Alto,PSL,Alto PSL,78.84,3193,21.16,857,4050
82813,Rancho Queimado,0.753,Alto,PSL,Alto PSL,78.89,1775,21.11,475,2250
69035,Pongaí,0.755,Alto,PSL,Alto PSL,78.89,1723,21.11,461,2184
67911,Oscar Bressane,0.749,Alto,PSL,Alto PSL,78.90,1443,21.10,386,1829
77615,Piên,0.694,,PSL, PSL,78.92,6212,21.08,1659,7871
63479,Conchas,0.736,Alto,PSL,Alto PSL,78.95,6887,21.05,1836,8723
62650,Buritizal,0.735,Alto,PSL,Alto PSL,78.97,2047,21.03,545,2592
59153,Teresópolis,0.730,,PSL, PSL,78.99,66081,21.01,17579,83660
67539,Nhandeara,0.751,Alto,PSL,Alto PSL,78.99,4335,21.01,1153,5488
83011,Salete,0.744,Alto,PSL,Alto PSL,79.00,3634,21.00,966,4600
75051,Cianorte,0.755,Alto,PSL,Alto PSL,79.02,34002,20.98,9029,43031
68616,Pindamonhangaba,0.773,Alto,PSL,Alto PSL,79.04,60525,20.96,16054,76579
69795,Rio Claro,0.803,Alto,PSL,Alto PSL,79.05,81089,20.95,21484,102573
71978,Tremembé,0.785,Alto,PSL,Alto PSL,79.06,14843,20.94,3932,18775
69779,Rinópolis,0.723,,PSL, PSL,79.07,4076,20.93,1079,5155
49034,Nova Serrana,0.715,,PSL, PSL,79.09,30914,20.91,8174,39088
64130,Fernando Prestes,0.758,Alto,PSL,Alto PSL,79.09,2538,20.91,671,3209
63355,Charqueada,0.736,Alto,PSL,Alto PSL,79.11,7063,20.89,1865,8928
99058,Guarantã do Norte,0.703,,PSL, PSL,79.12,11228,20.88,2963,14191
52078,Santo Antônio do Monte,0.724,,PSL, PSL,79.13,10425,20.87,2749,13174
66451,Lorena,0.766,Alto,PSL,Alto PSL,79.14,33879,20.86,8929,42808
63177,Casa Branca,0.730,,PSL, PSL,79.17,10147,20.83,2670,12817
84794,São Jorge,0.732,Alto,PSL,Alto PSL,79.20,1550,20.80,407,1957
71650,Taiúva,0.760,Alto,PSL,Alto PSL,79.25,2441,20.75,639,3080
68810,Pirangi,0.756,Alto,PSL,Alto PSL,79.28,4320,20.72,1129,5449
63630,Cravinhos,0.756,Alto,PSL,Alto PSL,79.29,13546,20.71,3539,17085
64890,Ibirá,0.740,Alto,PSL,Alto PSL,79.38,4842,20.62,1258,6100
81817,Lacerdópolis,0.781,Alto,PSL,Alto PSL,79.39,1240,20.61,322,1562
71277,Sebastianópolis do Sul,0.773,Alto,PSL,Alto PSL,79.40,1600,20.60,415,2015
87505,Presidente Lucena,0.757,Alto,PSL,Alto PSL,79.42,1567,20.58,406,1973
65994,Jambeiro,0.756,Alto,PSL,Alto PSL,79.44,2732,20.56,707,3439
91910,Água Boa,0.729,,PSL, PSL,79.46,8733,20.54,2258,10991
86878,Guaporé,0.765,Alto,PSL,Alto PSL,79.47,11449,20.53,2957,14406
81361,Iomerê,0.795,Alto,PSL,Alto PSL,79.47,1742,20.53,450,2192
78239,Rio Negro,0.760,Alto,PSL,Alto PSL,79.49,14557,20.51,3757,18314
62219,Bebedouro,0.780,Alto,PSL,Alto PSL,79.51,30396,20.49,7831,38227
68713,Piquete,0.757,Alto,PSL,Alto PSL,79.52,5482,20.48,1412,6894
63070,Capela do Alto,0.699,,PSL, PSL,79.58,7699,20.42,1976,9675
88072,Putinga,0.715,,PSL, PSL,79.67,2159,20.33,551,2710
72370,Vinhedo,0.817,Alto,PSL,Alto PSL,79.67,34113,20.33,8704,42817
69132,Porto Feliz,0.758,Alto,PSL,Alto PSL,79.69,22178,20.31,5652,27830
64351,Garça,0.769,Alto,PSL,Alto PSL,79.69,18233,20.31,4647,22880
63274,Cedral,0.766,Alto,PSL,Alto PSL,79.70,3890,20.30,991,4881
92215,Anápolis,0.737,Alto,PSL,Alto PSL,79.71,154907,20.29,39442,194349
65552,Itápolis,0.744,Alto,PSL,Alto PSL,79.72,15842,20.28,4029,19871
91103,Itanhangá,0.710,,PSL, PSL,79.73,2364,20.27,601,2965
61557,Araçatuba,0.788,Alto,PSL,Alto PSL,79.73,80353,20.27,20424,100777
71951,Torrinha,0.744,Alto,PSL,Alto PSL,79.74,4030,20.26,1024,5054
62596,Brotas,0.740,Alto,PSL,Alto PSL,79.78,9364,20.22,2373,11737
61913,Bady Bassitt,0.746,Alto,PSL,Alto PSL,79.78,6953,20.22,1762,8715
56278,Castelo,0.726,,PSL, PSL,79.79,16286,20.21,4124,20410
86282,Alto Feliz,0.734,Alto,PSL,Alto PSL,79.80,1592,20.20,403,1995
65692,Itatiba,0.778,Alto,PSL,Alto PSL,79.81,44476,20.19,11253,55729
84751,Nova Roma do Sul,0.741,Alto,PSL,Alto PSL,79.87,1924,20.13,485,2409
65234,Ipeúna,0.753,Alto,PSL,Alto PSL,79.87,2952,20.13,744,3696
1120,Acrelândia,0.604,,PSL, PSL,79.89,5165,20.11,1300,6465
63096,Capivari,0.750,Alto,PSL,Alto PSL,79.90,20783,20.10,5228,26011
62510,Bragança Paulista,0.776,Alto,PSL,Alto PSL,79.91,67605,20.09,16995,84600
80110,Águas Mornas,0.723,,PSL, PSL,79.93,3608,20.07,906,4514
72311,Vargem Grande do Sul,0.737,Alto,PSL,Alto PSL,79.93,16342,20.07,4103,20445
1074,Cruzeiro do Sul,0.664,,PSL, PSL,79.94,31147,20.06,7818,38965
76996,Matelândia,0.725,,PSL, PSL,79.97,7803,20.03,1955,9758
66818,Marília,0.798,Alto,PSL,Alto PSL,80.00,94124,20.00,23536,117660
68675,Pinhalzinho,0.725,,PSL, PSL,80.01,5461,19.99,1364,6825
85936,Carlos Barbosa,0.796,Alto,PSL,Alto PSL,80.01,13837,19.99,3458,17295
72010,Tupã,0.771,Alto,PSL,Alto PSL,80.04,26574,19.96,6625,33199
62570,Brodowski,0.755,Alto,PSL,Alto PSL,80.07,9157,19.93,2279,11436
86550,Farroupilha,0.777,Alto,PSL,Alto PSL,80.07,34114,19.93,8491,42605
87076,Ilópolis,0.730,,PSL, PSL,80.10,2097,19.90,521,2618
40274,Albertina,0.673,,PSL, PSL,80.12,1419,19.88,352,1771
82732,Presidente Castelo Branco,0.770,Alto,PSL,Alto PSL,80.14,1049,19.86,260,1309
68730,Piracaia,0.739,Alto,PSL,Alto PSL,80.16,11625,19.84,2878,14503
84867,Guabiju,0.758,Alto,PSL,Alto PSL,80.16,897,19.84,222,1119
89168,Coqueiro Baixo,0.692,,PSL, PSL,80.19,826,19.81,204,1030
65536,Itapira,0.762,Alto,PSL,Alto PSL,80.20,30289,19.80,7478,37767
69159,Porto Ferreira,0.751,Alto,PSL,Alto PSL,80.21,22295,19.79,5502,27797
61654,Araras,0.781,Alto,PSL,Alto PSL,80.21,54587,19.79,13466,68053
78310,Sabáudia,0.740,Alto,PSL,Alto PSL,80.24,3603,19.76,887,4490
51918,Santa Rita do Sapucaí,0.721,,PSL, PSL,80.25,16799,19.75,4134,20933
63894,Dracena,0.776,Alto,PSL,Alto PSL,80.25,19141,19.75,4710,23851
88161,Boa Vista do Sul,0.728,,PSL, PSL,80.28,1612,19.72,396,2008
83631,Treze Tílias,0.795,Alto,PSL,Alto PSL,80.34,3657,19.66,895,4552
76678,Londrina,0.778,Alto,PSL,Alto PSL,80.42,230473,19.58,56111,286584
71811,Tatuí,0.752,Alto,PSL,Alto PSL,80.44,45426,19.56,11048,56474
67253,Monte Alegre do Sul,0.759,Alto,PSL,Alto PSL,80.44,3389,19.56,824,4213
61549,Vargem,0.699,,PSL, PSL,80.45,3589,19.55,872,4461
70254,Santa Cruz da Conceição,0.790,Alto,PSL,Alto PSL,80.54,2202,19.46,532,2734
45977,Ibitiúra de Minas,0.674,,PSL, PSL,80.56,1836,19.44,443,2279
81736,Jaguaruna,0.721,,PSL, PSL,80.57,8771,19.43,2115,10886
80985,Bombinhas,0.781,Alto,PSL,Alto PSL,80.58,8189,19.42,1974,10163
59030,São Pedro da Aldeia,0.712,,PSL, PSL,80.60,34748,19.40,8363,43111
81167,Ermo,0.726,,PSL, PSL,80.60,1338,19.40,322,1660
86690,Garibaldi,0.786,Alto,PSL,Alto PSL,80.60,15945,19.40,3837,19782
62472,Borborema,0.730,,PSL, PSL,80.61,5904,19.39,1420,7324
66117,Joanópolis,0.699,,PSL, PSL,80.62,5122,19.38,1231,6353
63517,Coroados,0.719,,PSL, PSL,80.63,2369,19.37,569,2938
61379,Amparo,0.785,Alto,PSL,Alto PSL,80.63,29332,19.37,7048,36380
1538,Senador Guiomard,0.640,,PSL, PSL,80.69,10247,19.31,2452,12699
88048,União da Serra,0.733,Alto,PSL,Alto PSL,80.71,950,19.29,227,1177
89184,Coronel Pilar,0.727,,PSL, PSL,80.72,942,19.28,225,1167
81710,Jacinto Machado,0.716,,PSL, PSL,80.77,5613,19.23,1336,6949
81990,Mafra,0.777,Alto,PSL,Alto PSL,80.80,25692,19.20,6104,31796
78,Ariquemes,0.702,,PSL, PSL,80.81,37325,19.19,8862,46187
61620,Tuiuti,0.728,,PSL, PSL,80.87,2971,19.13,703,3674
69973,Sales,0.751,Alto,PSL,Alto PSL,80.96,2679,19.04,630,3309
81892,Lauro Müller,0.735,Alto,PSL,Alto PSL,80.98,7493,19.02,1760,9253
71838,Taubaté,0.800,Alto,PSL,Alto PSL,81.03,128269,18.97,30037,158306
57975,Venda Nova do Imigrante,0.728,,PSL, PSL,81.04,10375,18.96,2428,12803
69434,Rafard,0.745,Alto,PSL,Alto PSL,81.07,4378,18.93,1022,5400
63754,Descalvado,0.760,Alto,PSL,Alto PSL,81.09,13415,18.91,3129,16544
81272,Guaramirim,0.751,Alto,PSL,Alto PSL,81.12,18653,18.88,4341,22994
83550,Tijucas,0.760,Alto,PSL,Alto PSL,81.15,16227,18.85,3770,19997
62359,Bocaina,0.742,Alto,PSL,Alto PSL,81.18,4892,18.82,1134,6026
87530,Muçum,0.746,Alto,PSL,Alto PSL,81.19,2590,18.81,600,3190
62715,Caçapava,0.788,Alto,PSL,Alto PSL,81.22,39663,18.78,9171,48834
67270,Monte Alto,0.768,Alto,PSL,Alto PSL,81.28,19985,18.72,4604,24589
132,Vilhena,0.731,,PSL, PSL,81.31,36531,18.69,8396,44927
83470,Siderópolis,0.774,Alto,PSL,Alto PSL,81.33,6691,18.67,1536,8227
81612,Itajaí,0.795,Alto,PSL,Alto PSL,81.36,89866,18.64,20584,110450
69019,Pompéia,0.786,Alto,PSL,Alto PSL,81.38,9331,18.62,2135,11466
63550,Corumbataí,0.754,Alto,PSL,Alto PSL,81.42,1814,18.58,414,2228
66974,Mineiros do Tietê,0.730,,PSL, PSL,81.43,5035,18.57,1148,6183
272,Cerejeiras,0.692,,PSL, PSL,81.44,7656,18.56,1745,9401
80039,Agrolândia,0.725,,PSL, PSL,81.46,5056,18.54,1151,6207
61956,Bálsamo,0.756,Alto,PSL,Alto PSL,81.49,4204,18.51,955,5159
69515,Reginópolis,0.728,,PSL, PSL,81.50,2621,18.50,595,3216
85413,Bento Gonçalves,0.778,Alto,PSL,Alto PSL,81.50,56142,18.50,12741,68883
71919,Tietê,0.778,Alto,PSL,Alto PSL,81.50,16856,18.50,3825,20681
62278,Bilac,0.768,Alto,PSL,Alto PSL,81.54,3764,18.46,852,4616
67938,Osvaldo Cruz,0.762,Alto,PSL,Alto PSL,81.55,13016,18.45,2944,15960
82511,Balneário Piçarras,0.756,Alto,PSL,Alto PSL,81.59,8993,18.41,2029,11022
84999,Ipê,0.728,,PSL, PSL,81.60,3446,18.40,777,4223
87637,Nova Bréscia,0.778,Alto,PSL,Alto PSL,81.65,1766,18.35,397,2163
71331,Serra Negra,0.767,Alto,PSL,Alto PSL,81.68,12094,18.32,2712,14806
67156,Mogi Guaçu,0.774,Alto,PSL,Alto PSL,81.68,64012,18.32,14361,78373
46973,Jacutinga,0.715,,PSL, PSL,81.75,10264,18.25,2291,12555
87149,Morro Reuter,0.743,Alto,PSL,Alto PSL,81.75,3382,18.25,755,4137
70297,Santa Cruz do Rio Pardo,0.762,Alto,PSL,Alto PSL,81.75,19301,18.25,4309,23610
68870,Pirassununga,0.801,Alto,PSL,Alto PSL,81.77,32142,18.23,7167,39309
80063,Apiúna,0.708,,PSL, PSL,81.81,5028,18.19,1118,6146
67415,Morungaba,0.715,,PSL, PSL,81.81,6096,18.19,1355,7451
80411,Barra Velha,0.738,Alto,PSL,Alto PSL,81.85,13122,18.15,2909,16031
81060,Forquilhinha,0.753,Alto,PSL,Alto PSL,81.85,12367,18.15,2743,15110
67172,Mogi Mirim,0.784,Alto,PSL,Alto PSL,81.85,37986,18.15,8423,46409
80896,Criciúma,0.788,Alto,PSL,Alto PSL,81.90,89133,18.10,19694,108827
66419,Lindóia,0.742,Alto,PSL,Alto PSL,81.97,3300,18.03,726,4026
82490,Petrolândia,0.716,,PSL, PSL,81.98,3466,18.02,762,4228
80390,Balneário Camboriú,0.845,Alto,PSL,Alto PSL,82.00,54202,18.00,11902,66104
82651,Porto Belo,0.760,Alto,PSL,Alto PSL,82.01,8176,17.99,1794,9970
87696,Nova Prata,0.766,Alto,PSL,Alto PSL,82.01,11842,17.99,2597,14439
63452,Conchal,0.708,,PSL, PSL,82.04,12002,17.96,2627,14629
89770,Cotiporã,0.741,Alto,PSL,Alto PSL,82.04,2252,17.96,493,2745
85324,São José do Hortêncio,0.707,,PSL, PSL,82.13,2348,17.87,511,2859
82694,Pouso Redondo,0.720,,PSL, PSL,82.16,7168,17.84,1556,8724
71099,São Pedro,0.755,Alto,PSL,Alto PSL,82.22,14483,17.78,3133,17616
87327,Pareci Novo,0.749,Alto,PSL,Alto PSL,82.29,2049,17.71,441,2490
87840,São Valentim do Sul,0.764,Alto,PSL,Alto PSL,82.29,1380,17.71,297,1677
74500,Maripá,0.758,Alto,PSL,Alto PSL,82.37,3401,17.63,728,4129
66397,Limeira,0.775,Alto,PSL,Alto PSL,82.37,127375,17.63,27257,154632
65170,Inúbia Paulista,0.759,Alto,PSL,Alto PSL,82.38,1823,17.62,390,2213
70513,Santa Rita do Passa Quatro,0.775,Alto,PSL,Alto PSL,82.44,11659,17.56,2484,14143
89028,Arroio do Padre,0.669,,PSL, PSL,82.46,1876,17.54,399,2275
66079,Jaú,0.778,Alto,PSL,Alto PSL,82.48,57771,17.52,12272,70043
86819,Gramado,0.764,Alto,PSL,Alto PSL,82.50,18844,17.50,3997,22841
81175,Gaspar,0.765,Alto,PSL,Alto PSL,82.50,29511,17.50,6259,35770
68438,Pedreira,0.769,Alto,PSL,Alto PSL,82.55,19185,17.45,4055,23240
63339,Cesário Lange,0.706,,PSL, PSL,82.56,6939,17.44,1466,8405
62030,Bariri,0.750,Alto,PSL,Alto PSL,82.58,13538,17.42,2855,16393
89796,Colíder,0.713,,PSL, PSL,82.64,13051,17.36,2741,15792
81370,Içara,0.741,Alto,PSL,Alto PSL,82.66,25561,17.34,5363,30924
61018,Adamantina,0.790,Alto,PSL,Alto PSL,82.70,15088,17.30,3156,18244
80713,Canelinha,0.697,,PSL, PSL,82.75,5434,17.25,1133,6567
66290,Laranjal Paulista,0.729,,PSL, PSL,82.76,11916,17.24,2482,14398
61093,Águas de Lindóia,0.745,Alto,PSL,Alto PSL,82.76,8221,17.24,1712,9933
1392,Rio Branco,0.727,,PSL, PSL,82.77,158264,17.23,32937,191201
81353,Ibirama,0.737,Alto,PSL,Alto PSL,82.77,8815,17.23,1835,10650
86061,Vila Flores,0.742,Alto,PSL,Alto PSL,82.79,2193,17.21,456,2649
48674,Monte Sião,0.724,,PSL, PSL,82.80,10372,17.20,2155,12527
82953,Rio Negrinho,0.738,Alto,PSL,Alto PSL,82.83,19056,17.17,3950,23006
85863,Vista Alegre do Prata,0.780,Alto,PSL,Alto PSL,82.83,994,17.17,206,1200
81183,São Pedro de Alcântara,0.734,Alto,PSL,Alto PSL,82.91,2561,17.09,528,3089
82910,Rio do Sul,0.802,Alto,PSL,Alto PSL,82.94,30687,17.06,6311,36998
80373,Aurora,0.733,Alto,PSL,Alto PSL,82.96,3374,17.04,693,4067
81639,Itapema,0.796,Alto,PSL,Alto PSL,82.99,25591,17.01,5244,30835
87670,Nova Petrópolis,0.780,Alto,PSL,Alto PSL,83.00,10608,17.00,2172,12780
62294,Birigui,0.780,Alto,PSL,Alto PSL,83.07,50564,16.93,10302,60866
80292,Armazém,0.770,Alto,PSL,Alto PSL,83.09,4299,16.91,875,5174
80918,Cunha Porã,0.742,Alto,PSL,Alto PSL,83.11,5790,16.89,1177,6967
66370,Lençóis Paulista,0.764,Alto,PSL,Alto PSL,83.17,29023,16.83,5874,34897
81795,Joinville,0.809,Alto,PSL,Alto PSL,83.18,262556,16.82,53088,315644
74560,Mercedes,0.740,Alto,PSL,Alto PSL,83.22,3119,16.78,629,3748
64319,Gabriel Monteiro,0.763,Alto,PSL,Alto PSL,83.23,1558,16.77,314,1872
81752,Jaraguá do Sul,0.803,Alto,PSL,Alto PSL,83.23,77241,16.77,15558,92799
98230,Bom Princípio,0.746,Alto,PSL,Alto PSL,83.26,6741,16.74,1355,8096
81957,Lontras,0.704,,PSL, PSL,83.32,5331,16.68,1067,6398
66435,Lins,0.786,Alto,PSL,Alto PSL,83.37,31675,16.63,6317,37992
49930,Perdigão,0.703,,PSL, PSL,83.39,4715,16.61,939,5654
83437,Schroeder,0.769,Alto,PSL,Alto PSL,83.41,8937,16.59,1777,10714
83674,Tubarão,0.796,Alto,PSL,Alto PSL,83.41,49205,16.59,9784,58989
